Date,Timestamp,Scr_IP,Scr_port,Des_IP,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,anomaly_alert,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,class1,class2,class3
24-02-2020,1582504429,172.24.1.233,41920,172.24.1.1,5683,udp,coap,1.010068,562,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,1,100,FALSE,1324,2,1.980064709,1310.802837,0.5,0.5,0.870090634,0.129909366,29.581,7.555311311,2.522,1.388508552,13.156,3.619555774,0.051,0.102024507,54.689,10.72484914,3.2,0.4,0.2,0.4,3,0,2.535,0.065,919110.4,1494.351177,0,0,15558.1,2588.594964,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
06-02-2020,1580973525,192.168.2.10,32830,192.168.10.150,80,tcp,http,0.000614,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,60,1,40,FALSE,100,2,3257.32899,162866.4495,0.5,0.5,0.6,0.4,7.095,8.526430965,0.553,0.44409571,1.359,0.807656486,0.075,0.114564392,90.916,8.565086339,3.3,0.9,0,0,3.3,0.9,0.655,0.048218254,909366,2696.330692,0.4,0.8,881.898,59.43744305,0,0,0,0,0,0,0,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
08-01-2020,1578450445,192.168.2.199,34340,192.168.2.10,4045,tcp,other,0.000377,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,44,1,40,FALSE,84,2,5305.039788,222811.6711,0.5,0.5,0.523809524,0.476190476,2.609,2.320583763,1.859,1.648438352,1.824,0.701729293,0.483,0.180502078,93.228,2.820825411,24.5,17.92344833,15.4,17.78313808,9.1,1.135781669,0.425,0.015,913908.8,2265.869758,1,0,1363,272.6580276,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
05-02-2020,1580860827,192.168.2.10,34670,192.168.10.150,1883,tcp,mqtt,5.650452,53,3176,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,13,737,11,3756,FALSE,7722,24,4.247447815,1366.616334,0.541666667,0.458333333,0.102305102,0.897694898,12.695,9.403976021,1.65,1.008126976,2.407,0.98180497,3.097,7.355756997,80.154,9.688432484,29.2,25.72469631,16.7,26.64601283,12.5,6.621933252,0.521,0.028089144,916819.6,2812.941777,0.7,1.268857754,1662.804,375.8707567,0,0,0,0,0,0,1,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
15-01-2020,1579041160,192.168.2.199,37106,192.168.2.10,80,tcp,http,0.217478,135,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,455,5,578,FALSE,1478,11,50.57982876,6796.089719,0.545454545,0.454545455,0.399188092,0.600811908,10.968,5.795946515,6.173,0.86373665,4.993,1.41417856,0.621,1.110940592,77.247,6.676920023,12.6,8.946507699,2.7,7.772387021,9.9,2.947880595,0.853,0.006403124,920377.6,2538.244559,0.8,0.4,2652.5,268.3688693,1,5,0,0,0,0,0,0,BruteForce,Weaponization,Attack
15-01-2020,1579041235,192.168.2.199,48376,192.168.2.10,80,tcp,http,0.207737,155,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,475,5,578,FALSE,1518,11,52.95156857,7307.316463,0.545454545,0.454545455,0.415019763,0.584980237,9.307,6.921307752,7.506,4.237457256,5.649,1.928805071,0.332,0.412620891,77.208,9.460794681,27.3,27.82462938,20.9,22.32241026,6.4,7.812809994,1.143,0.031,907533.2,15190.7849,1.7,2.147091055,2864.5,438.0546199,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
21-01-2020,1579585704,192.168.10.153,56608,192.168.2.10,80,tcp,http,3.26103,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,10.039,6.594589373,3.446,1.114999552,4.056,1.923357481,7.027,17.51885444,75.434,21.36416261,26.7,21.34970726,7.6,7.405403433,19.1,17.81263596,0.345,0.015,914741.6,1114.109079,1.1,0.7,1397.3,269.8066159,0,0,1,1,1,1,1,1,Normal,Normal,Normal
16-01-2020,1579143652,127.0.0.1,57610,127.0.0.1,53,udp,dns,0.000539,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,14842.30056,1573283.859,0.5,0.5,0.5,0.5,1.978,3.610603274,1.12,0.620354737,2.262,1.276509303,0.356,0.166805276,94.282,4.351534902,9.4,1.685229955,0,0,9.4,1.685229955,0.085,0.005,903413.2,364.1540333,2.5,1.024695077,1316.4,247.1801772,0,0,0,0,0,0,0,0,Normal,Normal,Normal
10-02-2020,1581299677,192.168.10.153,50326,192.168.2.10,80,tcp,http,5.961566,482,671,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,734,5,883,FALSE,2770,11,1.845152767,464.6430149,0.545454545,0.454545455,0.43898917,0.56101083,9.845,7.043867191,3.058,3.378496115,2.618,1.816214745,0.861,0.710245732,83.62,10.52015209,33.7,25.94629068,24.2,25.76742129,9.5,1.431782106,0.627,0.023685439,912988.8,4200.27001,0.5,0.806225775,1622.8,363.2362317,0,0,0,0,0,0,1,0,Normal,Normal,Normal
14-02-2020,1581638001,172.24.1.80,7400,172.24.1.1,53,udp,dns,0.000181,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.329,6.262080245,1.799,0.980208651,3.194,2.005682926,0.353,0.735174129,89.326,8.690157881,3.3,0.9,0.1,0.3,3.2,0.6,0.311,0.019209373,914900.8,2061.432356,1.999,1.001003996,1549.358,406.0463982,0,0,0,0,0,0,0,0,Normal,Normal,Normal
06-02-2020,1580966747,192.168.2.196,49182,192.168.2.10,1880,tcp,websocket,0.142845,641,187,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,9,1105,5,455,TRUE,2388,14,98.00833071,16717.42098,0.642857143,0.357142857,0.731155779,0.268844221,6.137,6.589798252,1.871,1.950299721,1.916,0.752611454,0.553,0.433267816,89.524,6.703739553,19.3,14.80574213,14.2,14.83104851,5.1,3.3,1.055,0.045,911686,2900.505473,0.2,0.6,1164,168.5657142,0,0,0,0,0,0,1,0,Normal,Normal,Normal
25-02-2020,1582600552,192.168.2.10,34494,192.168.2.199,80,tcp,http,0.060371,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,5.294,5.264420576,1.828,1.547493457,2.209,0.869533783,0.509,0.321074758,90.162,7.353888495,22.8,23.0425693,12.9,23.16225378,9.9,1.640121947,1.79,0.01,914577.6,1364.241855,5.2,8.657944329,1407.5,276.4819162,0,0,1,1,1,1,0,1,Exfiltration,Exfiltration,Attack
07-01-2020,1578372658,192.168.2.199,60144,192.168.2.10,1084,tcp,other,0.00097,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,44,1,40,FALSE,84,2,2061.85567,86597.93814,0.5,0.5,0.523809524,0.476190476,3.69,5.580589575,1.695,1.099047315,2.427,1.523890088,1.81,4.344486161,90.378,8.040703701,14.7,7.22564876,1.5,4.5,13.2,6.675327707,0.805,0.005,906201.6,1546.975578,1,0.632455532,1319.1,259.6595656,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
08-01-2020,1578448484,172.24.1.80,21945,172.24.1.1,53,udp,dns,0.000135,70,70,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,126,2,126,FALSE,392,4,29629.62963,2903703.704,0.5,0.5,0.5,0.5,3.468,3.741515201,2.183,1.524900325,1.802,1.187575682,0.484,0.313311347,92.064,5.624907466,14.8,8.364209467,5.8,8.518215776,9,1.732050808,0.244,0.012806248,918347.6,1736.496196,0.8,0.748331477,1409.5,166.8911322,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16-12-2019,1576633986,127.0.0.1,56323,127.0.0.1,53,udp,dns,0.000402,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,19900.49751,2109452.736,0.5,0.5,0.5,0.5,4.401,4.206626796,2.804,1.507522471,2.677,1.284835009,0.303,0.295332017,89.813,5.683782279,9.194,5.621274233,1.4,2.576819745,7.794,4.558719557,0.75,0.210475652,914586.4,3252.05963,0.6,0.489897949,1105.5,156.0328491,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24-02-2020,1582503821,172.24.1.233,55942,172.24.1.1,5683,udp,coap,19.178068,1124,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,1,100,FALSE,2476,3,0.156428687,129.1058098,0.666666667,0.333333333,0.930533118,0.069466882,33.529,6.866973788,2.861,2.160168743,12.04,3.578114028,0.183,0.236560774,51.391,10.57782818,8,12.74362586,2.7,8.1,5.3,4.775981575,1.858,0.034871192,919747.6,2221.102753,3,6.14817046,16293.3,1001.242233,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
31-01-2020,1580450854,10.0.1.1,52209,10.0.1.5,502,tcp,modbus,1.395992,4800,4400,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,405,25868,404,25416,FALSE,60484,809,579.516215,43326.89586,0.500618047,0.499381953,0.507043185,0.492956815,9.109,6.664119522,1.31,1.130760806,2.347,0.917181007,9.552,15.67292302,77.681,16.73700597,25.6,27.49254444,22.6,27.49254444,3,0,0.444,0.030066593,913992.8,1568.143667,0.9,0.538516481,1279.5,323.7394786,0,0,0,0,0,0,1,0,Modbus_register_reading,Lateral _movement,Attack
16-12-2019,1576632689,172.24.1.80,4134,172.24.1.1,53,udp,dns,0.00019,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,4.088,5.595973195,2.577,2.168151517,2.48,1.141131018,0.226,0.237031643,90.629,8.179646019,6.5,3.612478374,0,0,6.5,3.612478374,0.652,0.21428019,915655.2,1165.254032,0.7,0.640312424,1155.7,166.7165559,0,0,0,0,0,0,0,0,Normal,Normal,Normal
21-01-2020,1579569875,172.24.1.80,29698,172.24.1.1,53,udp,dns,0.000271,35,35,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,63,1,63,FALSE,196,2,7380.073801,723247.2325,0.5,0.5,0.5,0.5,20.91,10.15039802,1.409,0.82433549,6.156,2.327935566,2.473,5.89132082,69.057,13.50852549,22.9,19.82649742,12,19.43707797,10.9,5.855766389,0.827,0.047759816,911700.4,2634.846151,1.1,0.538516481,1836.4,440.1566085,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24-02-2020,1582504397,172.24.1.233,38915,172.24.1.1,5683,udp,coap,0.214663,1124,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,0,0,FALSE,2304,2,9.316929326,10733.10258,1,0,1,0,29.633,10.48755839,4.854,4.379719626,14.259,3.513421267,0.026,0.078,51.23,13.54461664,3,0,0,0,3,0,2.277,0.075106591,912097.2,6132.36269,0,0,13321.8,2278.344873,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
24-02-2020,1582503838,172.24.1.233,36794,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,27.015,5.326250557,1.695,1.341299743,10.337,3.037067829,5.937,9.29180935,55.017,13.16334916,19.5,16.93074127,4.9,4.825971405,14.6,16.72841893,2.132,0.12204917,919806.8,1678.083717,0,0,16265.1,2754.834022,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
24-02-2020,1582504257,172.24.1.233,49718,172.24.1.1,5683,udp,coap,-,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,590,0,0,FALSE,-,1,-,-,1,0,-,-,29.535,7.655640078,2.632,1.771167976,10.924,2.949475208,8.313,14.1838916,48.595,13.24349595,29.8,17.06341115,8.2,7.291090453,21.6,15.1142317,1.32,0.247386338,919760.4,2446.609049,0,0,16096.5,1825.064013,0,0,0,0,0,0,0,0,RDOS,RDOS,Attack
16-12-2019,1576633754,172.24.1.80,14037,172.24.1.1,53,udp,dns,0.000294,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,6802.721088,693877.551,0.5,0.5,0.5,0.5,5.362,6.885907057,2.806,1.976624395,2.333,1.552553059,6.688,13.09311636,82.809,12.9197875,7,3.31662479,0,0,7,3.31662479,0.987,0.048590122,909138,4560.320427,0.6,0.489897949,1361.5,239.2251032,0,0,0,0,0,0,0,0,Normal,Normal,Normal
02-03-2020,1583134282,172.24.1.100,56192,172.24.1.1,5683,udp,coap,0.034566,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,1.042,1.00947313,1.649,1.456670519,1.852,0.866438688,0.408,0.124963995,95.051,2.090155257,12.2,7.665507159,0,0,12.2,7.665507159,0.809,0.04592385,600377.2,2260.535901,0.799,0.399510951,1328.568,233.0515643,0,0,0,0,0,0,1,0,Normal,Normal,Normal
24-02-2020,1582503776,172.24.1.233,58496,172.24.1.1,5683,udp,coap,45.16047,1124,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,0,0,FALSE,2304,2,0.044286519,51.01806956,1,0,1,0,27.745,4.249819408,3.811,2.034460371,11.042,2.196127501,6.059,8.365010998,51.346,10.75329921,16.3,15.30392107,0.9,1.044030651,15.4,14.9879952,1.595,0.035,915878,2764.43137,0,0,15379.1,2524.412345,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
15-01-2020,1579041301,192.168.2.199,56690,192.168.2.10,80,tcp,http,0.21215,131,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,451,5,578,FALSE,1470,11,51.85010606,6929.059628,0.545454545,0.454545455,0.395918367,0.604081633,10.135,5.270920698,7.235,2.456974766,5.19,1.844640886,0.36,0.416052881,77.079,8.258881825,21.4,17.13009048,13.4,10.48999523,8,12.40967365,1.409,0.024269322,919266.8,2130.289032,0.8,0.4,2688.3,196.6931875,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
14-01-2020,1578967588,10.0.1.5,58778,131.236.3.92,53,udp,dns,0.000044,112,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,168,0,0,TRUE,280,2,45454.54545,6363636.364,1,0,1,0,7.872,6.720237793,1.643,0.924857286,2.971,2.006681091,0.15,0.122474487,87.362,8.931288597,5.8,7.426977851,0.1,0.3,5.7,7.457211275,0.3,0.017320508,913022,2712.693274,1.4,1.562049935,985.4,73.88666998,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16-12-2019,1576466816,127.0.0.1,55966,127.0.0.1,1880,tcp,websocket,57.106134,79406,2160138,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,256,92726,306,2176058,FALSE,4508328,562,9.841324576,78946.47535,0.455516014,0.544483986,0.038180895,0.961819105,6.538,4.494104583,2.668,1.337301761,3.25,1.309610629,0.331,0.115104301,87.211,6.276904412,26.4,19.70888125,4.5,6.135959583,21.9,17.99694419,0.53,0.02,908316,6347.158104,1.2,0.4,1581,327.384178,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578542789,192.168.2.199,53184,192.168.2.10,1547,tcp,other,0.000022,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,60,1,40,FALSE,100,2,90909.09091,4545454.545,0.5,0.5,0.6,0.4,6.523,6.07937176,2.66,1.403424383,3.408,2.563215949,0.354,0.260276776,87.054,7.736539537,21.89,12.98956889,12.799,13.03010395,9.091,1.136894454,0.825,0.035,914762.8,2614.998616,3.1,2.808914381,1578.8,393.7089788,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
16-12-2019,1576632161,10.0.1.5,48095,129.94.0.197,53,udp,dns,0.000077,108,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,164,0,0,FALSE,272,2,25974.02597,3532467.532,1,0,1,0,1.37,0.68243681,1.24,0.589881344,1.824,0.856635278,0.227,0.135059246,95.338,1.753013406,16.5,9.759610648,9.9,9.710303806,6.6,4.363484846,1.103,0.325639371,917126.8,1112.517937,0.7,0.640312424,1412.1,238.7640886,0,0,0,0,0,0,0,0,Normal,Normal,Normal
09-01-2020,1578540770,192.168.2.199,48685,192.168.2.10,80,tcp,http,0.015586,622,693,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7,994,5,961,FALSE,3270,12,769.9217246,209803.67,0.583333333,0.416666667,0.494189602,0.505810398,5.764,3.324801347,10.509,3.836103361,4.449,0.970839328,11.551,18.19402839,67.73,14.6588226,23.1,22.20562992,10.7,12.95414991,12.4,15.10099334,1.062,0.024,916973.6,1186.451786,1.2,0.748331477,2245.7,479.8862469,1,5,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
21-01-2020,1579571876,192.168.2.10,60626,192.168.2.199,80,tcp,http,0.00401,154,739,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,474,4,955,FALSE,2322,10,2493.765586,579052.3691,0.6,0.4,0.270456503,0.729543497,8.172,3.897496119,1.316,0.902498753,2.278,0.746763684,0.176,0.115256236,88.058,4.541829587,5.5,3.008321791,1.3,1.486606875,4.2,2.6,1.164,0.004898979,907974.8,1921.390372,1.9,0.538516481,1687.6,242.7892914,0,0,1,1,1,1,0,1,insider_malcious,Weaponization,Attack
21-01-2020,1579571306,192.168.2.10,58596,192.168.2.199,80,tcp,http,0.004717,154,739,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,474,4,955,FALSE,2322,10,2119.99152,492262.031,0.6,0.4,0.270456503,0.729543497,11.309,5.190207029,2.63,1.880377622,2.927,1.676246104,5.429,9.964674054,77.701,11.73593239,22,20.87103256,10.6,13.85784976,11.4,13.38805438,0.999,0.065642974,909488,2333.28678,1.9,1.135781669,1750,279.373943,0,0,1,1,1,1,0,1,insider_malcious,Weaponization,Attack
07-01-2020,1578374374,192.168.2.199,47894,192.168.2.10,1090,tcp,other,0.000424,-,-,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,4.618,4.831061581,1.937,1.162196627,1.833,1.314123662,0.127,0.170707352,91.484,6.521429598,5.1,5.647123161,0,0,5.1,5.647123161,1.081,0.041581246,909816.8,5246.574745,0.8,0.4,1068,163.5200294,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
21-02-2020,1582257564,192.168.10.155,40356,192.168.2.10,80,tcp,http,7.61531,959,886,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8,1383,7,1258,FALSE,4486,15,1.969716269,589.0764788,0.533333333,0.466666667,0.522068658,0.477931342,9.608,8.462010163,2.122,0.836322904,2.322,1.382149051,1.089,1.009846028,84.859,10.75163936,44,36.90528417,33,39.74921383,11,10.71447619,0.729,0.022113344,921601.2,1893.201352,2,2.049390153,1514.8,394.4405659,0,0,0,0,0,0,1,0,Normal,Normal,Normal
16-12-2019,1576628932,127.0.0.1,35900,127.0.0.1,1880,tcp,websocket,55.03949,35387,705318,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,141,42727,132,712190,FALSE,1495622,273,4.96007503,27173.61662,0.516483516,0.483516484,0.052228437,0.947771563,5.682,4.621713535,2.377,1.20411835,2.358,0.853285415,0.634,1.347755171,88.951,5.575728562,23,14.06413879,14.3,14.96028075,8.7,9.41328848,0.45,0.02,921246,628.3826859,0.8,0.748331477,1175.7,127.0315315,0,0,0,0,0,0,1,0,Normal,Normal,Normal
24-02-2020,1582504325,172.24.1.233,43372,172.24.1.1,5683,udp,coap,33.069146,1686,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,1770,0,0,FALSE,3456,3,0.090719004,104.508293,1,0,1,0,27.023,5.338327547,1.514,1.258453019,11.772,3.389902063,0.051,0.102024507,59.641,9.305977058,3.5,1.024695077,0,0,3.5,1.024695077,1.879,0.020223748,918942.4,1716.538097,0,0,16263.4,1198.262926,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
16-12-2019,1576461454,192.168.2.15,50047,192.168.2.10,1880,tcp,websocket,0.324318,3441,4327,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,12,3933,12,4819,FALSE,16520,24,74.00144303,50937.65995,0.5,0.5,0.446368039,0.553631961,6.03,8.996210313,3.052,1.798470461,2.88,3.103955541,0.531,0.523324947,87.507,11.74180399,24,22.7815715,13.4,15.62817968,10.6,15.93863231,1.1,0.12489996,914030,5127.487728,0.7,0.458257569,1402.3,307.3698261,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578523434,172.24.1.33,41688,172.24.1.1,53,udp,dns,0.000202,41,41,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,69,1,69,FALSE,220,2,9900.990099,1089108.911,0.5,0.5,0.5,0.5,3.939,3.422100086,1.34,0.489938772,1.847,0.837723701,1.508,2.51527255,91.37,4.40475425,43.996,58.21958557,35.314,55.22708904,8.682,8.870068545,0.463,0.023685439,916400.8,2326.981083,1,0.632455532,1629.8,295.2137531,0,0,0,0,0,0,0,0,Discovering_resources,Reconnaissance,Attack
08-01-2020,1578448332,192.168.2.199,64091,192.168.2.10,7025,tcp,other,0.000685,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,44,1,40,FALSE,84,2,2919.708029,122627.7372,0.5,0.5,0.523809524,0.476190476,5.165,7.849867833,1.523,1.165899224,1.672,1.48151814,0.203,0.190580692,91.439,8.662257731,18.7,14.0573824,14.8,13.42981757,3.9,1.220655562,0.532,0.025612497,919424.4,1942.85353,1.8,2.13541565,1235.5,168.1572181,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
09-01-2020,1578542789,192.168.2.199,52644,192.168.2.10,6069,tcp,other,0.000014,-,-,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,6.523,6.07937176,2.66,1.403424383,3.408,2.563215949,0.354,0.260276776,87.054,7.736539537,21.89,12.98956889,12.799,13.03010395,9.091,1.136894454,0.825,0.035,914762.8,2614.998616,3.1,2.808914381,1578.8,393.7089788,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
16-12-2019,1576632385,10.0.1.5,39342,131.236.3.92,53,udp,dns,0.000007,108,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,164,0,0,TRUE,272,2,285714.2857,38857142.86,1,0,1,0,4.886,6.007254281,1.954,1.019933331,2.642,1.760583994,3.234,7.539754903,87.282,10.75127044,20.1,18.97603752,8.3,16.76335289,11.8,8.518215776,0.806,0.109927249,915680.8,1959.268272,0.7,0.458257569,1623.6,349.7725547,0,0,0,0,0,0,0,0,Normal,Normal,Normal
04-02-2020,1580747829,10.0.1.5,60474,129.94.0.197,53,udp,dns,0.000009,112,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,168,0,0,FALSE,280,2,222222.2222,31111111.11,1,0,1,0,5.333,5.828396092,1.853,1.643027997,2.158,1.086699591,0.51,0.300898654,90.148,8.089195016,15.8,7.440430095,6.3,7.603288762,9.5,1.431782106,0.691,0.023430749,912915.2,2161.304643,0.4,0.489897949,1356.1,297.7947112,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13-01-2020,1578872078,10.0.1.5,41040,129.94.0.197,53,udp,dns,0.000074,78,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,134,0,0,FALSE,212,2,27027.02703,2864864.865,1,0,1,0,6.707,6.34872751,1.773,1.394403457,2.786,2.116082229,0.201,0.152016446,88.534,9.471342249,12.3,5.040833264,0.2,0.4,12.1,4.908156477,0.276,0.012806248,908564.4,1803.283627,0.9,0.943398113,1702.5,543.6720059,0,0,0,0,0,0,0,0,Normal,Normal,Normal
21-01-2020,1579571437,127.0.0.1,51276,127.0.0.1,53,udp,dns,0.000296,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,27027.02703,2864864.865,0.5,0.5,0.5,0.5,14.693,9.34411906,3.063,1.831584287,4.024,1.659495104,0.279,0.178742832,77.94,11.27191111,18.8,17.73020022,15,17.32628062,3.8,1.833030278,1.117,0.075637292,891928.8,5192.903096,1.8,1.326649916,1771,396.7429899,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13-01-2020,1578884030,192.168.2.199,40588,192.168.2.10,22,tcp,ssh,-,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,7.064,6.197399777,1.071,0.845298172,2.705,1.485834782,0.333,0.162606888,88.829,7.872220081,10.5,3.07408523,0.1,0.3,10.4,3.006659276,0.424,0.024166092,912513.2,2988.190114,4,3.577708764,1405.2,184.9058139,0,0,1,0,0,0,0,0,Dictionary,Weaponization,Attack
15-01-2020,1579041319,192.168.2.199,59368,192.168.2.10,80,tcp,http,0.207479,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,7.566,3.479448807,6.563,1.807750259,9.421,8.028851039,13.681,20.70136394,62.767,27.37328992,19.8,16.28373422,11.1,11.75967687,8.7,11.88318139,2.304,1.516747837,918096.4,2262.275279,0.8,0.4,2772.7,190.3118756,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
24-02-2020,1582503731,172.24.1.244,32876,172.24.1.1,5683,udp,coap,4.922836,1124,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1180,0,0,FALSE,2304,2,0.406269882,468.0229039,1,0,1,0,29.58,7.727228481,3.464,1.57253426,12.218,1.805246798,0.076,0.116120627,54.662,9.946556992,3.9,1.640121947,0.2,0.4,3.7,1.417744688,0.684,0.077871689,916500.4,1672.13631,0.1,0.3,15587.224,960.6398012,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
